0.050399,0.470840,0.053562,0.066652,-0.236637,0.316299,0.319791,0.340564,-0.209839,0.351506,-0.369077,0.114063,0.430847,0.366849,-0.347484,-0.412888,-0.134320,0.371070,0.100745,0.152420,-0.197961,-0.364850,0.391972,0.194659,0.201814,0.250571,-0.265266,0.089576,-0.274982,0.213837,-0.265971,-0.278488,0.261892,-0.039042,0.255958,0.066590,-0.144516,-0.240866,0.146264,0.310403,0.429960,-0.164934,-0.388825,-0.261780,0.024195,0.278218,0.033864,-0.278879,-0.484016,0.258620,-0.301273,0.016006,0.036508,0.118686,-0.360843,-0.344866,-0.206986,0.455826,-0.349297,0.334378,-0.294859,0.439857,-0.020337,0.058319,0.172913,0.161412,0.368153,-0.226609,0.245269,0.074978,-0.413257,-0.063691,-0.318324,-0.316381,0.166757,-0.114123,0.498732,-0.366591,0.232447,-0.208490,-0.107179,-0.224664,0.327278,-0.096306,-0.355807,0.237033,-0.263871,-0.416584,-0.077928,-0.255830,-0.309956,-0.192559,-0.374914,-0.416878,0.243395,-0.011947,0.135587,-0.041087,0.368310,0.493411,-0.369524,0.170522,0.195953,-0.372826,0.002188,-0.296637,-0.289757,-0.143946,0.047594,0.191455,-0.228741,-0.151798,-0.496072,-0.429248,-0.223259,0.214824,0.484649,-0.331356,0.308627,-0.016188,0.261135
0.258849,0.430004,0.415759,0.469211,0.127266,-0.087955,-0.263257,-0.426176,-0.063947,-0.204129,0.098853,-0.445531,-0.295552,0.317394,0.402570,-0.214733,0.157063,0.432655,0.131072,-0.045655,-0.441447,0.222483,0.379771,0.077543,-0.244126,0.338777,0.309789,-0.125267,-0.357988,0.204717,0.480707,-0.254320,-0.317209,0.428633,0.046913,-0.258316,0.427906,-0.270536,0.002183,0.371385,0.246213,0.309084,0.194217,-0.350139,0.409641,-0.045618,0.416525,0.102482,-0.394839,0.059355,-0.339989,-0.466580,-0.008606,0.416614,0.441467,0.407979,0.124564,-0.102158,-0.369816,-0.473010,-0.214290,0.491047,0.282369,-0.251963,0.099551,-0.182205,0.435054,0.078912,0.233264,-0.077918,0.208873,0.251334,-0.258993,0.047168,-0.493572,0.332214,-0.365877,0.260627,0.481407,0.262959,0.288850,0.110190,0.440156,0.349861,-0.077750,0.146661,-0.436264,0.261916,-0.264452,0.281432,-0.153860,-0.345656,-0.305155,-0.149932,0.181008,0.288988,0.495431,-0.248965,0.179052,-0.267000,-0.338753,0.162728,-0.096345,-0.428242,0.304001,0.469224,0.020613,0.334098,0.336705,0.422762,0.182337,0.439356,-0.196734,0.327808,-0.338953,-0.345529,0.201789,-0.387449,0.419071,-0.401778,-0.344669
0.214371,0.123832,-0.487524,0.470622,-0.445814,0.052876,-0.041836,-0.292525,-0.234070,-0.093359,0.184960,0.292156,0.203162,0.296245,0.371781,0.465879,-0.309507,0.327167,0.375699,-0.417767,-0.391093,-0.374027,-0.172344,-0.218610,-0.323256,0.125606,-0.126608,-0.085855,0.239354,-0.460672,0.330146,0.403059,0.265905,-0.389304,-0.220079,-0.340244,0.063860,0.076992,-0.166987,-0.240319,-0.271936,0.478530,-0.258562,0.046992,-0.189730,-0.277870,-0.326355,-0.327451,-0.228679,0.094412,0.140453,0.379401,0.328867,-0.089254,-0.446169,-0.139831,0.477511,0.024137,-0.240572,-0.149797,0.399189,-0.290016,0.109104,-0.279109,-0.309384,0.238409,0.462981,-0.336796,-0.108600,-0.045030,-0.195372,0.156120,-0.261350,0.304476,0.046204,-0.007607,0.478715,-0.438824,0.127334,0.406461,-0.195641,0.135423,0.226058,-0.421269,-0.413750,0.426715,0.472962,0.467465,-0.108815,-0.399554,-0.249759,-0.350799,-0.082767,-0.274692,-0.303482,-0.322367,0.021330,-0.047197,0.002818,0.438648,0.253887,-0.145073,0.038632,-0.001519,0.196915,-0.299130,-0.450785,0.010502,-0.067305,0.128139,0.481019,0.492116,-0.213156,-0.460446,-0.214284,-0.402631,-0.143115,0.119243,-0.378115,-0.358612,0.130401
-0.373288,-0.458442,-0.439972,0.275271,-0.433877,0.298188,-0.180627,0.404583,-0.022351,0.021495,-0.039620,-0.481697,-0.193793,-0.483835,-0.241104,-0.157467,0.158460,0.061531,-0.009609,-0.413076,-0.029715,-0.329162,-0.422954,0.041632,0.296714,-0.037404,0.434166,0.173720,-0.281928,0.428791,-0.265715,-0.293662,-0.279563,0.373542,-0.100706,0.234047,0.159568,-0.336133,-0.238863,0.212289,0.125184,-0.441501,-0.377249,0.369899,0.380555,0.355038,-0.491933,0.274912,-0.389748,0.136269,-0.258885,0.381722,-0.297036,-0.195312,0.268867,-0.212825,0.384744,0.140883,0.206655,0.253783,0.341503,-0.116273,0.136729,-0.050950,0.394178,0.173566,-0.117680,0.348594,0.270343,-0.196119,0.164003,0.484541,0.314439,0.233630,0.106358,0.329850,0.391867,-0.080530,0.189847,-0.275057,0.134228,0.230721,0.051234,0.058472,-0.254971,0.150049,0.334122,0.194979,0.228148,0.338227,0.237141,-0.156500,0.380913,0.116146,0.034148,-0.101421,-0.275981,0.361789,0.385381,-0.407932,-0.158361,-0.199074,0.112890,-0.353592,-0.350249,-0.443152,-0.008612,-0.192459,0.429487,0.284352,-0.419822,-0.496289,0.269068,-0.191964,0.356484,-0.098639,-0.442920,0.085402,0.093457,-0.019920,0.458379
0.406053,-0.293360,0.398931,0.277418,0.116541,-0.277657,0.389085,-0.198267,-0.228787,-0.341974,0.159830,0.341647,-0.041905,0.330679,-0.166088,-0.361909,-0.453256,-0.306397,0.054722,-0.472643,0.210732,-0.147717,0.473588,0.205144,-0.289780,-0.114398,-0.273691,-0.486631,0.406649,-0.077907,0.037250,-0.440131,0.254058,0.448743,0.266688,0.149995,-0.170465,-0.231331,-0.120786,0.254200,-0.169259,0.236471,0.094727,-0.061335,0.155717,-0.489774,-0.469950,0.008634,-0.090893,-0.049811,-0.018795,0.463400,-0.433714,0.227007,0.453652,0.358945,-0.334284,-0.262537,0.441450,0.417965,-0.064118,0.316085,-0.130976,0.069935,0.344390,-0.021102,0.326360,-0.342345,-0.279181,-0.196577,-0.357078,0.347323,-0.211695,0.224831,-0.346655,0.082180,0.055077,-0.030160,-0.062253,-0.166667,-0.155716,0.229009,0.074980,-0.038863,-0.492150,0.024004,-0.176352,-0.288466,-0.249469,-0.460812,-0.128778,-0.132327,0.041976,0.490288,-0.387949,-0.171153,-0.385418,-0.085635,-0.464898,-0.164253,-0.426003,-0.068521,0.093268,-0.289850,-0.183769,0.329807,0.098794,-0.004783,0.267153,0.042311,-0.204025,-0.096813,0.090643,0.144549,0.427455,-0.018093,0.343100,0.256167,0.414750,-0.263562,0.224999
0.495798,-0.296013,-0.067302,-0.158343,0.068158,0.046243,0.268095,0.189051,-0.375881,0.207995,0.227918,0.315695,0.287699,-0.321938,0.206657,-0.340925,0.319895,-0.087175,-0.343672,-0.076896,0.257728,-0.395533,-0.163352,-0.191665,-0.241298,0.181633,0.442412,0.077548,0.204872,-0.167383,0.371038,0.454451,0.239425,0.495947,-0.375589,-0.167303,0.485460,-0.228799,0.070677,-0.011439,0.187529,0.159056,0.482398,-0.386804,-0.135396,0.166283,0.485709,0.143459,0.074876,0.146482,-0.061104,-0.144089,-0.133929,0.013441,-0.033818,-0.223080,-0.137925,-0.256682,0.401044,-0.231917,0.191230,-0.244460,-0.439718,0.062783,-0.411460,0.488598,-0.114081,0.013387,0.482424,-0.466957,-0.115569,-0.011884,-0.491745,0.297235,0.277641,0.300385,-0.452105,-0.053211,-0.143450,-0.072730,-0.082347,-0.288895,-0.062903,0.497697,-0.124038,0.464828,-0.248019,-0.278193,0.319286,-0.010839,0.128501,-0.100523,-0.386170,0.252411,-0.284152,0.197157,-0.374794,-0.046727,0.103760,-0.498724,0.341732,0.311047,0.058000,-0.484002,0.347021,0.069290,0.048300,-0.003330,-0.499102,0.304164,0.490754,0.144386,-0.145138,-0.127909,0.352572,-0.035179,0.121160,-0.126578,0.022273,-0.092215,0.339909
-0.469026,-0.440983,0.096683,0.407685,0.040884,-0.009252,0.200777,-0.347596,-0.282629,-0.141358,0.382237,-0.340319,0.093262,-0.362900,-0.450713,0.362532,-0.266991,0.388806,-0.119460,-0.406477,0.268034,-0.443939,0.158896,-0.383511,0.003522,0.320463,-0.064987,-0.206792,-0.152919,-0.222223,-0.441421,-0.287353,0.166964,0.301225,-0.003085,0.189835,0.462159,0.160115,-0.152906,0.174377,-0.012420,-0.443648,0.145777,-0.415860,-0.480755,-0.317000,0.242879,0.143469,-0.274726,0.086073,-0.271274,-0.419462,0.378660,0.385748,-0.459998,-0.193485,-0.074977,-0.184640,-0.328223,-0.444547,0.360419,0.466581,-0.240498,-0.418252,0.294867,0.270870,0.154600,0.032319,-0.234944,0.258313,-0.151739,0.045379,-0.380235,0.072650,-0.246212,-0.152949,-0.477189,0.164899,0.011508,-0.332047,-0.183554,0.133645,-0.155337,0.096525,-0.165477,0.482943,0.343061,0.069314,0.350711,-0.108589,0.073098,0.499731,-0.254684,0.137894,0.448537,-0.193131,0.157004,0.138092,0.436919,-0.312209,-0.030066,0.090305,-0.018616,0.363066,0.116231,0.348560,0.294741,0.171886,0.372152,-0.042800,0.446035,0.281541,-0.144344,-0.417290,0.197503,-0.135061,-0.247128,-0.435989,0.089030,0.015128,0.415598
-0.380985,0.074301,-0.108330,-0.358466,-0.118614,0.193762,-0.022376,-0.149786,-0.206295,-0.128796,0.173638,0.461737,-0.103892,0.364067,-0.278405,0.334428,0.423523,0.246388,-0.178338,0.087533,-0.271976,0.113121,-0.266682,0.243858,-0.183746,0.151698,-0.115084,-0.456834,-0.497615,-0.379504,0.470820,-0.044808,-0.138033,-0.014473,-0.395620,0.064697,0.029059,-0.068389,0.172556,0.163906,-0.054058,-0.164540,0.224418,0.231166,-0.200307,0.271612,0.115946,-0.013129,0.186249,0.228143,0.499497,0.395508,0.386874,0.418745,0.091968,0.100920,-0.463533,0.441885,0.094408,0.412878,-0.347503,0.098261,-0.490033,0.474021,0.029799,0.145064,-0.333714,0.174502,0.233225,-0.468391,-0.033720,-0.188265,0.074063,-0.312107,-0.094468,-0.044210,-0.169707,0.069316,-0.381501,-0.040215,-0.451149,0.016409,0.413090,0.354338,-0.399425,-0.180942,-0.331553,0.162764,0.179205,0.151154,0.379570,0.436401,0.330349,-0.007529,0.497736,0.421525,-0.495486,-0.265872,-0.496193,0.021598,0.306402,-0.010206,-0.196890,0.158485,-0.124880,0.464343,0.068260,-0.060309,-0.195581,-0.481141,-0.365788,0.235756,-0.117829,-0.161648,-0.084516,-0.455763,-0.455070,0.439993,0.308107,0.300980,0.460518
-0.368593,0.147613,0.012501,-0.324351,-0.167528,0.323751,-0.209918,0.239123,-0.129301,0.131983,-0.055052,-0.395120,0.295568,-0.101033,0.309697,-0.353907,-0.166406,-0.185083,-0.259172,0.422834,-0.451945,0.171030,0.495435,-0.030945,-0.065742,0.104546,0.275504,-0.432200,-0.335409,0.406534,0.038017,0.074151,0.194234,-0.083404,0.008204,0.441775,-0.455103,0.264732,-0.107434,-0.236018,-0.415987,-0.233020,-0.306370,-0.249588,-0.346395,-0.478273,-0.369547,-0.139077,-0.090775,0.306162,-0.057533,-0.442710,0.020581,-0.410493,-0.079484,0.046326,0.107415,-0.489047,0.146545,0.024684,-0.171678,0.020286,-0.203035,-0.409708,-0.234203,-0.107800,0.039774,-0.323128,0.223844,-0.209729,0.487090,0.410874,0.041740,-0.263461,-0.030450,0.379916,0.092308,-0.499543,-0.398647,-0.187629,-0.048228,-0.032911,-0.497486,-0.066335,0.061876,-0.399727,-0.446285,-0.330193,0.183131,0.163982,0.350536,-0.427421,0.111017,0.046597,0.222885,0.115258,0.279247,-0.332669,-0.272786,-0.135620,0.325618,-0.379189,-0.196268,0.233514,-0.175860,0.326870,0.274827,-0.203703,-0.020764,0.021932,-0.004647,0.110463,-0.205418,0.027940,-0.356941,-0.216618,-0.266523,-0.092267,-0.152462,-0.388826,-0.368519
-0.263846,-0.428703,-0.404788,-0.213081,0.334683,0.180787,-0.498374,0.121486,0.375332,0.070176,-0.114500,-0.406507,0.470035,0.325443,0.235704,0.481446,-0.391456,-0.347469,-0.371432,-0.255268,0.152368,0.128713,0.436807,0.282016,-0.135532,-0.243028,0.032609,0.248187,-0.112107,-0.075886,0.426901,-0.155242,-0.134052,-0.135433,0.036310,-0.356169,0.072382,0.496349,0.012527,-0.085635,-0.341634,-0.404713,-0.059526,0.206103,0.196195,0.066080,-0.342972,0.435677,0.302219,-0.387323,-0.489687,0.181202,0.092096,-0.478267,-0.178649,-0.044019,-0.390259,0.053338,-0.146811,0.221455,0.224976,-0.399173,0.465533,-0.204118,0.087221,0.188330,0.417762,0.092906,-0.230662,0.159377,0.430052,-0.136023,0.129407,-0.419592,-0.067875,0.241306,0.097199,0.162006,-0.389076,-0.449593,0.291227,-0.230868,0.353058,0.435878,0.296218,-0.006753,0.395020,-0.434051,0.237824,0.361594,-0.449173,-0.121975,0.337194,-0.070686,-0.280231,0.462098,0.475734,-0.007268,-0.208791,0.210404,0.241154,0.163355,0.154026,-0.225820,-0.160327,-0.026232,0.472630,-0.270023,0.385652,0.163381,0.118876,-0.291158,-0.097262,0.440582,-0.270873,-0.166218,-0.092779,-0.346081,0.287126,0.466171,-0.083413
0.132225,-0.469146,-0.460359,0.073169,-0.155650,-0.258188,0.215201,-0.399092,0.323647,-0.412731,0.081140,-0.104074,-0.474112,0.352631,0.187680,-0.192350,-0.253042,-0.288375,0.224084,-0.028056,0.137843,-0.453321,0.478829,-0.407280,-0.106599,0.247754,0.054743,-0.129923,0.102856,0.065313,0.315185,-0.018957,-0.271203,-0.349031,-0.292583,-0.136221,0.125209,0.332281,-0.346949,-0.155065,-0.454654,-0.243557,0.010974,0.037336,0.409616,-0.246545,-0.051090,-0.133611,0.447729,-0.170499,-0.176936,0.348435,0.096856,-0.038280,-0.367089,0.475981,0.180816,0.004042,0.243573,-0.019867,0.474242,0.441594,-0.184677,-0.081417,0.014025,0.328038,-0.469759,0.175329,0.259377,0.425224,-0.400190,0.433286,0.093680,0.304389,0.171815,0.160801,0.281698,-0.350109,0.089513,0.298532,-0.047019,0.195168,0.311477,-0.382568,-0.247987,0.253749,-0.224400,0.113462,0.127934,-0.203331,-0.030351,-0.097388,-0.411486,0.264988,0.007251,-0.202815,-0.115390,0.338892,0.322732,0.214930,0.191649,0.274168,0.016827,0.393996,-0.391724,-0.222680,-0.225971,0.072656,0.102744,0.063887,-0.164366,0.426835,-0.166588,0.189756,0.101414,0.046782,-0.021908,0.172191,0.009519,0.261676,0.207272
